Wavelength (nm)	N11 abs e
647.25	17.875
647.50	196.63
647.75	-110.83
648.00	258.30
648.25	93.845
648.50	5.3626
648.75	179.65
649.00	135.85
649.25	286.00
649.50	-58.988
649.75	-22.344
650.00	80.438
650.25	108.15
650.50	21.450
650.75	104.57
651.00	159.09
651.25	85.801
651.50	103.68
651.75	-142.11
652.00	-72.395
652.25	103.68
652.50	-3.5459e-05
652.75	227.02
653.00	93.845
653.25	77.757
653.50	254.72
653.75	59.882
654.00	40.219
654.25	-24.132
654.50	214.50
654.75	-73.288
655.00	-121.55
655.25	93.845
655.50	130.49
655.75	247.57
656.00	99.207
656.25	112.61
656.50	94.739
656.75	157.30
657.00	220.76
657.25	21.450
657.50	25.919
657.75	-97.420
658.00	190.37
658.25	88.482
658.50	161.77
658.75	140.32
659.00	-75.970
659.25	237.74
659.50	-73.288
659.75	144.79
660.00	-16.981
660.25	79.545
660.50	77.757
660.75	39.326
661.00	5.3626
661.25	233.27
661.50	344.99
661.75	-53.626
662.00	-33.963
662.25	113.51
662.50	319.97
662.75	204.67
663.00	91.163
663.25	228.80
663.50	149.26
663.75	212.72
664.00	-301.20
664.25	48.263
664.50	235.06
664.75	313.71
665.00	-43.794
665.25	25.919
665.50	192.16
665.75	55.413
666.00	116.19
666.25	-118.87
666.50	75.970
666.75	176.07
667.00	170.71
667.25	5.3625
667.50	228.80
667.75	75.076
668.00	181.43
668.25	132.28
668.50	159.98
668.75	-106.36
669.00	407.55
669.25	218.97
669.50	-148.36
669.75	-10.725
670.00	-44.688
670.25	159.98
670.50	-20.556
670.75	49.157
671.00	-51.838
671.25	218.08
671.50	313.71
671.75	5.3626
672.00	-155.51
672.25	19.663
672.50	158.20
672.75	-131.38
673.00	-26.813
673.25	99.207
673.50	47.369
673.75	143.00
674.00	-25.919
674.25	156.41
674.50	-51.838
674.75	170.71
675.00	218.08
675.25	35.750
675.50	187.69
675.75	77.757
676.00	301.20
676.25	-9.8313
676.50	42.007
676.75	211.82
677.00	377.17
677.25	197.52
677.50	220.76
677.75	100.10
678.00	58.094
678.25	160.88
678.50	87.588
678.75	25.919
679.00	180.54
679.25	25.025
679.50	85.801
679.75	-27.707
680.00	124.23
680.25	78.651
680.50	265.45
680.75	-76.863
681.00	144.79
681.25	151.05
681.50	46.476
681.75	111.72
682.00	35.750
682.25	80.438
682.50	109.04
682.75	117.98
683.00	-39.325
683.25	-16.088
683.50	330.69
683.75	24.132
684.00	8.9376
684.25	-1.7875
684.50	-9.8314
684.75	58.988
685.00	-2.6813
685.25	170.71
685.50	6.2565
685.75	336.05
686.00	-50.051
686.25	39.325
686.50	146.58
686.75	218.08
687.00	95.632
687.25	67.926
687.50	115.30
687.75	89.376
688.00	56.307
688.25	123.34
688.50	28.600
688.75	151.05
689.00	146.58
689.25	365.55
689.50	155.51
689.75	27.707
690.00	73.288
690.25	33.069
690.50	241.32
690.75	-45.582
691.00	282.43
691.25	185.90
691.50	172.50
691.75	190.10
692.00	29.494
692.25	225.23
692.50	-28.600
692.75	248.47
693.00	44.688
693.25	24.132
693.50	7.1501
693.75	-8.9376
694.00	235.95
694.25	-4.4687
694.50	65.245
694.75	-13.407
695.00	83.120
695.25	11.619
695.50	42.900
695.75	376.27
696.00	115.30
696.25	36.644
696.50	-73.288
696.75	185.01
697.00	253.83
697.25	169.81
697.50	113.51
697.75	67.032
698.00	144.79
698.25	28.600
698.50	-92.951
698.75	134.96
699.00	102.78
699.25	115.30
699.50	27.707
699.75	165.35
700.00	-69.713
